78.590706,97.285240,93.866455,124.636314,-4.166139,93.198769,-3.569068,8.796466,22.067198,8.958741,-5.576217,-3.386617,19.096762,2.414865,-1.220596,-0.307773,1.000000
57.025608,90.433289,91.719223,124.957970,-1.882238,97.792725,9.222890,-13.192183,15.859906,-10.399893,2.501576,-3.232765,19.971697,-2.602158,-2.567671,-0.511698,0.800000
42.088371,83.930565,88.069557,129.417572,-2.846802,100.882683,-15.453568,5.667261,9.678093,5.915170,-6.197948,-3.028111,7.305534,-0.325251,1.287591,1.366879,0.900000
27.961706,76.346573,78.082870,20.518145,-2.247333,1.289213,4.379163,-19.616533,13.774362,-4.221489,7.145441,-3.643235,26.785379,-0.184018,0.571015,0.233613,0.800000
19.366257,69.865784,64.041374,22.658178,-2.687663,6.695000,0.700355,9.825774,18.180405,3.111706,-7.743508,-3.736706,26.878895,-1.400045,-1.558041,-3.025179,1.000000
15.744564,59.039303,55.064041,28.521549,-3.449334,18.407164,-4.174272,-15.977976,-3.011167,-2.627028,9.292328,-2.224144,9.155250,-1.036756,0.383056,-0.642567,0.900000
5.032581,50.452896,57.148613,36.975704,-3.063887,17.814995,1.416506,11.925241,8.749423,-7.371402,-4.808613,-1.935007,24.883648,3.115430,2.091604,-0.494629,0.700000
5.002793,48.945847,48.597412,38.480919,1.249901,20.390617,-13.529778,9.199758,-9.753976,1.787397,-10.709973,-1.761900,3.397347,0.743492,-0.054166,0.969725,0.400000
11.762872,49.159904,50.983646,33.414036,-0.003028,17.695238,-7.861747,-4.244075,17.925278,8.287462,-6.761169,-1.955853,3.666900,2.937816,-1.945089,-3.136704,0.900000
27.888357,48.450478,58.309299,24.835333,0.050532,17.722626,-8.824927,-14.723986,-10.123509,6.695873,4.953840,-0.544347,27.448898,0.078054,1.538562,0.949734,0.100000
29.885221,48.412273,58.862720,24.119610,-0.311741,18.072792,-15.840980,-6.690080,-13.321577,6.400439,5.172042,-0.591834,2.052821,2.043081,3.024407,2.993023,1.000000
52.618027,49.094757,62.875828,22.709494,4.029068,20.117498,2.225514,-23.009581,9.056760,-2.885334,4.106276,-2.088354,7.514202,-2.357576,1.214484,2.409801,1.000000
77.369370,50.630352,61.465191,27.567488,1.605481,17.691072,-5.784635,12.401885,21.507053,1.869430,-3.353890,-3.293267,26.202688,2.812271,0.181322,-3.032900,0.800000
89.708717,54.216534,51.340736,0.765121,-0.292462,-7.153724,-0.828482,6.076785,16.148726,0.870596,1.798622,-2.080116,26.941208,1.566735,2.797929,-1.162894,0.800000
89.671822,53.403114,40.050968,-0.545307,-0.897091,-5.128523,15.639869,-8.153890,-0.830255,-1.254134,-1.259520,-1.614962,22.793743,0.299354,-2.434479,-1.070415,0.600000
81.221336,49.790527,32.205204,-0.271570,-0.015381,-4.509055,4.328043,-21.076496,5.226428,-0.577128,-0.549527,-1.293839,13.769083,-1.121911,-1.350893,-0.765035,1.000000
59.500904,41.127430,21.972984,-0.190008,0.082016,-3.401016,-23.638826,-17.471489,4.662045,0.519256,0.879951,-0.911323,27.574282,-0.086571,-1.442961,-1.149682,0.700000
39.822548,31.552773,18.509632,-0.611602,-0.700690,-2.477415,-24.085194,-10.160219,19.061449,-0.127752,2.008913,-0.508935,11.014031,-2.828671,1.545540,2.048063,0.300000
31.752621,25.926008,18.034878,-1.231940,-0.884315,-1.693838,-12.424748,-10.103309,29.106197,0.369907,1.574425,-0.816145,28.777353,1.516242,0.890389,1.561685,0.800000
16.491692,12.197503,12.501452,-1.257712,-0.006457,-0.610003,3.860181,-5.511141,19.009914,-1.712893,0.104233,-1.440820,28.740202,-1.528358,-1.485195,-2.836399,1.000000
10.154527,8.055594,5.160493,-0.105235,0.280239,-0.024018,0.636265,0.234877,0.577128,-0.250816,0.703797,-0.022622,10.342649,-0.318823,0.877842,-0.056555,0.800000
